white,score,accuracy,rating,tournament,round,points,rank,possible_rank
True,1.0,95.2,3045,late-titled-tuesday-blitz-november-28-2023-4401184,1,1.0,1,1
False,1.0,93.2,3046,late-titled-tuesday-blitz-november-28-2023-4401184,2,2.0,1,1
True,1.0,89.7,3048,late-titled-tuesday-blitz-november-28-2023-4401184,3,3.0,1,1
False,1.0,92.6,3052,late-titled-tuesday-blitz-november-28-2023-4401184,4,4.0,1,1
True,1.0,98.5,3054,late-titled-tuesday-blitz-november-28-2023-4401184,5,5.0,1,1
False,1.0,90.3,3066,late-titled-tuesday-blitz-november-28-2023-4401184,6,6.0,1,1
True,1.0,86.7,3076,late-titled-tuesday-blitz-november-28-2023-4401184,7,6.5,1,1
False,1.0,90.1,3083,late-titled-tuesday-blitz-november-28-2023-4401184,8,6.5,3,3
True,0.5,92.1,3083,late-titled-tuesday-blitz-november-28-2023-4401184,9,7.0,4,4
False,0.5,90.8,3082,late-titled-tuesday-blitz-november-28-2023-4401184,10,8.0,3,3
True,0.0,74.5,3072,late-titled-tuesday-blitz-november-28-2023-4401184,11,8.5,3,3
False,1.0,89.0,3019,late-titled-tuesday-blitz-november-21-2023-4387759,1,1.0,1,1
True,0.0,74.5,3004,late-titled-tuesday-blitz-november-21-2023-4387759,2,1.0,3,3
False,1.0,84.3,3005,late-titled-tuesday-blitz-november-21-2023-4387759,3,3.0,1,1
True,1.0,90.9,3006,late-titled-tuesday-blitz-november-21-2023-4387759,4,4.0,1,1
False,1.0,94.2,3008,late-titled-tuesday-blitz-november-21-2023-4387759,5,5.0,1,1
True,1.0,97.7,3012,late-titled-tuesday-blitz-november-21-2023-4387759,6,6.0,1,1
True,1.0,93.3,3013,late-titled-tuesday-blitz-november-21-2023-4387759,7,6.5,2,2
False,1.0,77.5,3023,late-titled-tuesday-blitz-november-21-2023-4387759,8,6.5,4,4
True,0.5,83.9,3025,late-titled-tuesday-blitz-november-21-2023-4387759,9,7.0,4,4
False,1.0,87.4,3035,late-titled-tuesday-blitz-november-21-2023-4387759,10,8.5,2,2
False,0.0,82.9,3029,late-titled-tuesday-blitz-november-21-2023-4387759,11,8.5,4,4
False,1.0,97.7,3024,early-titled-tuesday-blitz-november-21-2023-4387758,1,1.0,1,1
True,1.0,91.9,3026,early-titled-tuesday-blitz-november-21-2023-4387758,2,2.0,1,1
False,1.0,88.9,3029,early-titled-tuesday-blitz-november-21-2023-4387758,3,3.0,1,1
True,1.0,91.0,3033,early-titled-tuesday-blitz-november-21-2023-4387758,4,4.0,1,1
True,0.5,83.0,3030,early-titled-tuesday-blitz-november-21-2023-4387758,5,4.5,2,2
False,0.0,82.2,3018,early-titled-tuesday-blitz-november-21-2023-4387758,6,5.0,3,3
True,1.0,92.7,3022,early-titled-tuesday-blitz-november-21-2023-4387758,7,6.5,2,2
False,0.5,91.1,3019,early-titled-tuesday-blitz-november-21-2023-4387758,8,6.0,5,5
True,1.0,89.6,3023,early-titled-tuesday-blitz-november-21-2023-4387758,9,7.5,3,3
False,1.0,87.2,3027,early-titled-tuesday-blitz-november-21-2023-4387758,10,8.5,2,2
False,0.0,73.4,3018,early-titled-tuesday-blitz-november-21-2023-4387758,11,8.5,3,3
False,1.0,98.8,3013,early-titled-tuesday-blitz-november-14-2023-4374824,1,1.0,1,1
True,0.0,89.4,2999,early-titled-tuesday-blitz-november-14-2023-4374824,2,1.0,3,3
False,1.0,90.2,3000,early-titled-tuesday-blitz-november-14-2023-4374824,3,3.0,1,1
True,1.0,96.1,3002,early-titled-tuesday-blitz-november-14-2023-4374824,4,4.0,1,1
True,1.0,97.8,3005,early-titled-tuesday-blitz-november-14-2023-4374824,5,5.0,1,1
False,1.0,87.9,3009,early-titled-tuesday-blitz-november-14-2023-4374824,6,6.0,1,1
True,1.0,93.5,3014,early-titled-tuesday-blitz-november-14-2023-4374824,7,6.5,2,2
False,1.0,86.6,3019,early-titled-tuesday-blitz-november-14-2023-4374824,8,6.5,4,4
False,0.0,86.3,3014,early-titled-tuesday-blitz-november-14-2023-4374824,9,6.5,6,6
True,1.0,88.8,3020,early-titled-tuesday-blitz-november-14-2023-4374824,10,8.5,2,2
True,0.5,83.5,3018,early-titled-tuesday-blitz-november-14-2023-4374824,11,9.0,2,2
True,1.0,89.4,3050,late-titled-tuesday-blitz-october-10-2023-4318637,1,1.0,1,1
False,1.0,92.9,3051,late-titled-tuesday-blitz-october-10-2023-4318637,2,2.0,1,1
True,1.0,92.1,3054,late-titled-tuesday-blitz-october-10-2023-4318637,3,3.0,1,1
False,0.0,83.5,3042,late-titled-tuesday-blitz-october-10-2023-4318637,4,3.0,3,3
True,0.0,78.3,3029,late-titled-tuesday-blitz-october-10-2023-4318637,5,4.0,3,3
True,1.0,89.3,3031,late-titled-tuesday-blitz-october-10-2023-4318637,6,6.0,1,1
False,1.0,85.4,3033,late-titled-tuesday-blitz-october-10-2023-4318637,7,6.5,2,2
True,1.0,93.8,3037,late-titled-tuesday-blitz-october-10-2023-4318637,8,6.5,3,3
False,1.0,82.0,3041,late-titled-tuesday-blitz-october-10-2023-4318637,9,7.5,2,2
True,0.0,85.3,3030,late-titled-tuesday-blitz-october-10-2023-4318637,10,7.5,4,4
False,1.0,90.5,3034,late-titled-tuesday-blitz-october-10-2023-4318637,11,9.5,1,1
False,1.0,80.5,3052,early-titled-tuesday-blitz-october-10-2023-4318636,1,1.0,1,1
True,1.0,93.4,3053,early-titled-tuesday-blitz-october-10-2023-4318636,2,2.0,1,1
False,1.0,88.6,3055,early-titled-tuesday-blitz-october-10-2023-4318636,3,3.0,1,1
True,1.0,90.6,3058,early-titled-tuesday-blitz-october-10-2023-4318636,4,4.0,1,1
False,0.5,98.3,3054,early-titled-tuesday-blitz-october-10-2023-4318636,5,4.5,2,2
True,1.0,84.5,3056,early-titled-tuesday-blitz-october-10-2023-4318636,6,6.0,1,1
True,0.0,91.5,3045,early-titled-tuesday-blitz-october-10-2023-4318636,7,5.5,4,4
False,1.0,85.2,3049,early-titled-tuesday-blitz-october-10-2023-4318636,8,6.5,4,4
True,1.0,93.3,3055,early-titled-tuesday-blitz-october-10-2023-4318636,9,7.5,3,3
False,0.0,72.3,3046,early-titled-tuesday-blitz-october-10-2023-4318636,10,7.5,3,3
True,1.0,92.7,3049,early-titled-tuesday-blitz-october-10-2023-4318636,11,9.5,2,2
False,1.0,89.8,3020,late-titled-tuesday-blitz-october-03-2023-4305323,1,1.0,1,1
True,1.0,93.2,3021,late-titled-tuesday-blitz-october-03-2023-4305323,2,2.0,1,1
False,0.0,69.1,3007,late-titled-tuesday-blitz-october-03-2023-4305323,3,2.0,3,3
True,1.0,90.8,3008,late-titled-tuesday-blitz-october-03-2023-4305323,4,4.0,1,1
False,1.0,93.3,3010,late-titled-tuesday-blitz-october-03-2023-4305323,5,5.0,1,1
True,1.0,93.3,3014,late-titled-tuesday-blitz-october-03-2023-4305323,6,6.0,1,1
False,1.0,89.3,3019,late-titled-tuesday-blitz-october-03-2023-4305323,7,6.5,2,2
True,1.0,93.4,3026,late-titled-tuesday-blitz-october-03-2023-4305323,8,6.5,4,4
True,1.0,86.8,3033,late-titled-tuesday-blitz-october-03-2023-4305323,9,7.5,3,3
False,1.0,93.8,3043,late-titled-tuesday-blitz-october-03-2023-4305323,10,8.5,1,1
False,0.5,95.1,3044,late-titled-tuesday-blitz-october-03-2023-4305323,11,9.0,2,2
True,1.0,76.3,3015,early-titled-tuesday-blitz-october-03-2023-4305322,1,1.0,1,1
False,0.0,72.9,3001,early-titled-tuesday-blitz-october-03-2023-4305322,2,1.0,3,3
False,1.0,92.2,3001,early-titled-tuesday-blitz-october-03-2023-4305322,3,3.0,1,1
True,1.0,94.6,3002,early-titled-tuesday-blitz-october-03-2023-4305322,4,4.0,1,1
False,1.0,89.7,3004,early-titled-tuesday-blitz-october-03-2023-4305322,5,5.0,1,1
True,1.0,92.6,3007,early-titled-tuesday-blitz-october-03-2023-4305322,6,6.0,1,1
False,1.0,98.4,3011,early-titled-tuesday-blitz-october-03-2023-4305322,7,6.5,2,2
True,1.0,85.2,3016,early-titled-tuesday-blitz-october-03-2023-4305322,8,6.5,4,4
False,1.0,81.3,3021,early-titled-tuesday-blitz-october-03-2023-4305322,9,7.5,3,3
True,0.5,79.8,3022,early-titled-tuesday-blitz-october-03-2023-4305322,10,8.0,3,3
True,0.0,85.1,3019,early-titled-tuesday-blitz-october-03-2023-4305322,11,8.5,4,4
True,1.0,98.5,3007,late-titled-tuesday-blitz-september-26-2023-4293686,1,1.0,1,1
False,1.0,90.1,3009,late-titled-tuesday-blitz-september-26-2023-4293686,2,2.0,1,1
True,1.0,94.1,3012,late-titled-tuesday-blitz-september-26-2023-4293686,3,3.0,1,1
False,1.0,82.4,3016,late-titled-tuesday-blitz-september-26-2023-4293686,4,4.0,1,1
True,0.0,81.8,3005,late-titled-tuesday-blitz-september-26-2023-4293686,5,4.0,3,3
False,1.0,90.4,3009,late-titled-tuesday-blitz-september-26-2023-4293686,6,6.0,1,1
True,1.0,90.1,3014,late-titled-tuesday-blitz-september-26-2023-4293686,7,6.5,2,2
False,1.0,92.2,3017,late-titled-tuesday-blitz-september-26-2023-4293686,8,6.5,4,4
True,0.0,86.3,3011,late-titled-tuesday-blitz-september-26-2023-4293686,9,6.5,4,4
False,1.0,93.1,3016,late-titled-tuesday-blitz-september-26-2023-4293686,10,8.5,2,2
True,1.0,96.3,3023,late-titled-tuesday-blitz-september-26-2023-4293686,11,9.5,2,2
False,1.0,82.2,2903,late-titled-tuesday-blitz-october-29-2024-5171097,1,1.0,1,1
True,1.0,90.7,2906,late-titled-tuesday-blitz-october-29-2024-5171097,2,2.0,1,1
False,0.0,80.7,2892,late-titled-tuesday-blitz-october-29-2024-5171097,3,2.0,3,3
True,1.0,88.9,2895,late-titled-tuesday-blitz-october-29-2024-5171097,4,3.0,3,3
False,1.0,90.0,2898,late-titled-tuesday-blitz-october-29-2024-5171097,5,4.0,3,3
True,1.0,,2902,late-titled-tuesday-blitz-october-29-2024-5171097,6,5.0,3,3
True,1.0,,2914,late-titled-tuesday-blitz-october-29-2024-5171097,7,6.0,2,2
False,0.0,83.8,2907,late-titled-tuesday-blitz-october-29-2024-5171097,8,6.0,4,4
True,1.0,94.8,2909,late-titled-tuesday-blitz-october-29-2024-5171097,9,7.0,3,3
True,0.5,91.3,2911,late-titled-tuesday-blitz-october-29-2024-5171097,10,7.5,4,4
False,0.5,88.8,2915,late-titled-tuesday-blitz-october-29-2024-5171097,11,8.0,5,5
True,1.0,93.3,2885,late-titled-tuesday-blitz-october-08-2024-5109901,1,1.0,1,1
False,1.0,94.5,2887,late-titled-tuesday-blitz-october-08-2024-5109901,2,2.0,1,1
True,1.0,,2891,late-titled-tuesday-blitz-october-08-2024-5109901,3,3.0,1,1
True,1.0,86.6,2904,late-titled-tuesday-blitz-october-08-2024-5109901,4,3.0,3,3
False,0.5,82.5,2907,late-titled-tuesday-blitz-october-08-2024-5109901,5,3.5,4,4
True,1.0,,2914,late-titled-tuesday-blitz-october-08-2024-5109901,6,5.0,3,3
False,0.0,92.4,2910,late-titled-tuesday-blitz-october-08-2024-5109901,7,5.0,5,5
True,1.0,86.0,2915,late-titled-tuesday-blitz-october-08-2024-5109901,8,7.0,3,3
True,0.0,80.2,2911,late-titled-tuesday-blitz-october-08-2024-5109901,9,6.0,5,5
False,0.5,90.8,2907,late-titled-tuesday-blitz-october-08-2024-5109901,10,7.5,5,5
False,1.0,,2912,late-titled-tuesday-blitz-october-08-2024-5109901,11,8.5,3,3
False,1.0,67.8,2853,late-titled-tuesday-blitz-october-01-2024-5099901,1,1.0,1,1
True,1.0,,2856,late-titled-tuesday-blitz-october-01-2024-5099901,2,2.0,1,1
False,1.0,83.3,2859,late-titled-tuesday-blitz-october-01-2024-5099901,3,3.0,1,1
True,1.0,96.7,2872,late-titled-tuesday-blitz-october-01-2024-5099901,4,3.0,3,3
True,0.0,81.5,2869,late-titled-tuesday-blitz-october-01-2024-5099901,5,3.0,5,5
False,1.0,87.3,2882,late-titled-tuesday-blitz-october-01-2024-5099901,6,5.0,3,3
False,0.0,87.3,2877,late-titled-tuesday-blitz-october-01-2024-5099901,7,5.0,4,4
True,1.0,,2882,late-titled-tuesday-blitz-october-01-2024-5099901,8,7.0,3,3
False,0.0,79.3,2870,late-titled-tuesday-blitz-october-01-2024-5099901,9,6.0,6,6
True,1.0,88.8,2876,late-titled-tuesday-blitz-october-01-2024-5099901,10,8.0,3,3
False,1.0,86.5,2881,late-titled-tuesday-blitz-october-01-2024-5099901,11,8.5,3,3
True,1.0,89.1,2826,late-titled-tuesday-blitz-may-21-2024-4772079,1,1.0,1,1
False,1.0,90.4,2829,late-titled-tuesday-blitz-may-21-2024-4772079,2,2.0,1,1
True,1.0,91.0,2830,late-titled-tuesday-blitz-may-21-2024-4772079,3,3.0,1,1
True,1.0,91.4,2842,late-titled-tuesday-blitz-may-21-2024-4772079,4,3.0,3,3
False,1.0,88.1,2854,late-titled-tuesday-blitz-may-21-2024-4772079,5,4.0,3,3
True,1.0,90.9,2866,late-titled-tuesday-blitz-may-21-2024-4772079,6,5.0,3,3
False,0.0,88.8,2864,late-titled-tuesday-blitz-may-21-2024-4772079,7,5.0,5,5
False,0.0,76.6,2859,late-titled-tuesday-blitz-may-21-2024-4772079,8,6.0,5,5
True,1.0,92.4,2871,late-titled-tuesday-blitz-may-21-2024-4772079,9,7.0,4,4
True,1.0,92.2,2881,late-titled-tuesday-blitz-may-21-2024-4772079,10,8.0,3,3
False,0.0,73.9,2878,late-titled-tuesday-blitz-may-21-2024-4772079,11,7.5,6,6
False,1.0,79.1,3101,early-titled-tuesday-blitz-november-05-2024-5179377,1,1.0,1,1
True,1.0,91.7,3102,early-titled-tuesday-blitz-november-05-2024-5179377,2,2.0,1,1
False,1.0,95.1,3104,early-titled-tuesday-blitz-november-05-2024-5179377,3,3.0,1,1
True,0.0,86.2,3091,early-titled-tuesday-blitz-november-05-2024-5179377,4,3.0,3,3
False,1.0,80.3,3093,early-titled-tuesday-blitz-november-05-2024-5179377,5,4.0,3,3
True,0.5,95.6,3088,early-titled-tuesday-blitz-november-05-2024-5179377,6,4.5,4,4
False,1.0,95.4,3091,early-titled-tuesday-blitz-november-05-2024-5179377,7,5.5,4,4
True,0.5,89.1,3087,early-titled-tuesday-blitz-november-05-2024-5179377,8,6.0,5,5
True,0.0,86.5,3075,early-titled-tuesday-blitz-november-05-2024-5179377,9,6.0,6,6
False,1.0,85.3,3077,early-titled-tuesday-blitz-november-05-2024-5179377,10,7.0,6,6
True,1.0,80.5,3080,early-titled-tuesday-blitz-november-05-2024-5179377,11,8.0,4,4
False,1.0,90.6,3066,late-titled-tuesday-blitz-october-15-2024-5130151,1,1.0,1,1
True,1.0,92.6,3067,late-titled-tuesday-blitz-october-15-2024-5130151,2,2.0,1,1
False,1.0,87.6,3069,late-titled-tuesday-blitz-october-15-2024-5130151,3,3.0,1,1
True,1.0,96.3,3072,late-titled-tuesday-blitz-october-15-2024-5130151,4,4.0,1,1
True,0.0,88.4,3068,late-titled-tuesday-blitz-october-15-2024-5130151,5,3.0,5,5
False,1.0,85.5,3071,late-titled-tuesday-blitz-october-15-2024-5130151,6,5.0,3,3
True,1.0,85.4,3075,late-titled-tuesday-blitz-october-15-2024-5130151,7,5.5,4,4
False,1.0,88.1,3081,late-titled-tuesday-blitz-october-15-2024-5130151,8,6.5,4,4
True,0.0,82.8,3077,late-titled-tuesday-blitz-october-15-2024-5130151,9,6.0,6,6
True,0.5,95.4,3074,late-titled-tuesday-blitz-october-15-2024-5130151,10,6.5,6,6
False,0.5,85.2,3069,late-titled-tuesday-blitz-october-15-2024-5130151,11,7.5,5,5
True,1.0,89.0,3082,late-titled-tuesday-blitz-october-08-2024-5109901,1,1.0,1,1
False,1.0,93.9,3083,late-titled-tuesday-blitz-october-08-2024-5109901,2,2.0,1,1
True,1.0,87.9,3085,late-titled-tuesday-blitz-october-08-2024-5109901,3,3.0,1,1
False,1.0,94.2,3089,late-titled-tuesday-blitz-october-08-2024-5109901,4,4.0,1,1
True,0.0,81.4,3078,late-titled-tuesday-blitz-october-08-2024-5109901,5,3.0,5,5
False,1.0,85.8,3081,late-titled-tuesday-blitz-october-08-2024-5109901,6,5.0,3,3
True,0.0,88.1,3069,late-titled-tuesday-blitz-october-08-2024-5109901,7,4.5,6,6
False,1.0,88.3,3071,late-titled-tuesday-blitz-october-08-2024-5109901,8,6.5,4,4
True,1.0,88.1,3074,late-titled-tuesday-blitz-october-08-2024-5109901,9,7.0,3,3
False,0.0,79.3,3062,late-titled-tuesday-blitz-october-08-2024-5109901,10,6.0,8,8
True,1.0,91.3,3065,late-titled-tuesday-blitz-october-08-2024-5109901,11,8.0,4,4
False,1.0,95.7,3051,late-titled-tuesday-blitz-october-01-2024-5099901,1,1.0,1,1
True,1.0,89.9,3052,late-titled-tuesday-blitz-october-01-2024-5099901,2,2.0,1,1
False,1.0,92.0,3054,late-titled-tuesday-blitz-october-01-2024-5099901,3,3.0,1,1
True,1.0,91.8,3057,late-titled-tuesday-blitz-october-01-2024-5099901,4,4.0,1,1
False,1.0,80.9,3061,late-titled-tuesday-blitz-october-01-2024-5099901,5,4.0,3,3
True,1.0,88.7,3067,late-titled-tuesday-blitz-october-01-2024-5099901,6,5.0,3,3
False,1.0,83.3,3072,late-titled-tuesday-blitz-october-01-2024-5099901,7,5.5,3,3
True,1.0,89.7,3081,late-titled-tuesday-blitz-october-01-2024-5099901,8,6.5,4,4
True,0.0,77.6,3078,late-titled-tuesday-blitz-october-01-2024-5099901,9,6.0,6,6
False,0.5,89.7,3078,late-titled-tuesday-blitz-october-01-2024-5099901,10,6.5,6,6
True,1.0,86.6,3086,late-titled-tuesday-blitz-october-01-2024-5099901,11,8.0,4,4
True,1.0,93.1,3005,early-titled-tuesday-blitz-october-01-2024-5099899,1,1.0,1,1
False,1.0,83.6,3007,early-titled-tuesday-blitz-october-01-2024-5099899,2,2.0,1,1
True,1.0,85.3,3010,early-titled-tuesday-blitz-october-01-2024-5099899,3,3.0,1,1
False,1.0,90.8,3015,early-titled-tuesday-blitz-october-01-2024-5099899,4,4.0,1,1
False,1.0,80.6,3024,early-titled-tuesday-blitz-october-01-2024-5099899,5,4.0,3,3
True,1.0,93.2,3033,early-titled-tuesday-blitz-october-01-2024-5099899,6,5.0,3,3
False,0.5,90.9,3034,early-titled-tuesday-blitz-october-01-2024-5099899,7,5.0,4,4
True,0.5,98.2,3036,early-titled-tuesday-blitz-october-01-2024-5099899,8,6.0,4,4
True,1.0,82.1,3041,early-titled-tuesday-blitz-october-01-2024-5099899,9,7.0,4,4
False,0.5,97.4,3040,early-titled-tuesday-blitz-october-01-2024-5099899,10,6.5,6,6
True,1.0,71.2,3050,early-titled-tuesday-blitz-october-01-2024-5099899,11,8.0,5,5
True,1.0,86.5,3018,late-titled-tuesday-blitz-september-24-2024-5080899,1,1.0,1,1
False,1.0,87.2,3020,late-titled-tuesday-blitz-september-24-2024-5080899,2,2.0,1,1
True,0.5,87.7,3015,late-titled-tuesday-blitz-september-24-2024-5080899,3,2.5,2,2
False,1.0,87.5,3019,late-titled-tuesday-blitz-september-24-2024-5080899,4,4.0,1,1
True,0.5,85.8,3016,late-titled-tuesday-blitz-september-24-2024-5080899,5,3.5,4,4
False,1.0,93.5,3019,late-titled-tuesday-blitz-september-24-2024-5080899,6,5.0,3,3
True,1.0,89.3,3023,late-titled-tuesday-blitz-september-24-2024-5080899,7,5.5,4,4
True,0.0,82.9,3019,late-titled-tuesday-blitz-september-24-2024-5080899,8,5.5,6,6
False,1.0,90.6,3024,late-titled-tuesday-blitz-september-24-2024-5080899,9,7.0,4,4
True,1.0,84.3,3028,late-titled-tuesday-blitz-september-24-2024-5080899,10,7.0,5,5
False,0.0,85.8,3022,late-titled-tuesday-blitz-september-24-2024-5080899,11,7.0,7,7
True,1.0,84.4,3021,early-titled-tuesday-blitz-september-24-2024-5080895,1,1.0,1,1
False,1.0,85.1,3023,early-titled-tuesday-blitz-september-24-2024-5080895,2,2.0,1,1
True,1.0,94.3,3025,early-titled-tuesday-blitz-september-24-2024-5080895,3,3.0,1,1
False,0.5,95.0,3021,early-titled-tuesday-blitz-september-24-2024-5080895,4,3.5,2,2
True,0.5,97.5,3017,early-titled-tuesday-blitz-september-24-2024-5080895,5,3.5,4,4
True,1.0,92.6,3021,early-titled-tuesday-blitz-september-24-2024-5080895,6,5.0,2,2
False,0.0,83.6,3010,early-titled-tuesday-blitz-september-24-2024-5080895,7,4.5,5,5
True,0.5,90.2,3005,early-titled-tuesday-blitz-september-24-2024-5080895,8,6.0,4,4
False,1.0,87.8,3008,early-titled-tuesday-blitz-september-24-2024-5080895,9,7.0,4,4
True,1.0,87.0,3012,early-titled-tuesday-blitz-september-24-2024-5080895,10,7.0,5,5
False,1.0,95.7,3017,early-titled-tuesday-blitz-september-24-2024-5080895,11,8.0,4,4
True,1.0,87.3,3026,late-titled-tuesday-blitz-september-17-2024-5080881,1,1.0,1,1
False,1.0,93.1,3028,late-titled-tuesday-blitz-september-17-2024-5080881,2,2.0,1,1
True,0.5,97.3,3023,late-titled-tuesday-blitz-september-17-2024-5080881,3,2.5,2,2
False,0.5,90.7,3018,late-titled-tuesday-blitz-september-17-2024-5080881,4,3.5,2,2
True,1.0,91.1,3020,late-titled-tuesday-blitz-september-17-2024-5080881,5,4.0,3,3
False,0.5,92.9,3016,late-titled-tuesday-blitz-september-17-2024-5080881,6,4.5,4,4
True,0.5,92.1,3012,late-titled-tuesday-blitz-september-17-2024-5080881,7,5.0,5,5
False,1.0,83.4,3015,late-titled-tuesday-blitz-september-17-2024-5080881,8,6.5,4,4
True,1.0,89.1,3020,late-titled-tuesday-blitz-september-17-2024-5080881,9,7.0,3,3
False,1.0,82.3,3024,late-titled-tuesday-blitz-september-17-2024-5080881,10,7.0,5,5
False,0.0,85.0,3020,late-titled-tuesday-blitz-september-17-2024-5080881,11,7.0,7,7
False,1.0,93.7,3012,late-titled-tuesday-blitz-september-10-2024-5072893,1,1.0,1,1
True,1.0,89.1,3014,late-titled-tuesday-blitz-september-10-2024-5072893,2,2.0,1,1
False,1.0,81.8,3017,late-titled-tuesday-blitz-september-10-2024-5072893,3,3.0,1,1
True,1.0,92.4,3022,late-titled-tuesday-blitz-september-10-2024-5072893,4,4.0,1,1
False,1.0,92.8,3034,late-titled-tuesday-blitz-september-10-2024-5072893,5,4.0,3,3
True,1.0,94.7,3044,late-titled-tuesday-blitz-september-10-2024-5072893,6,5.0,3,3
False,0.0,78.7,3041,late-titled-tuesday-blitz-september-10-2024-5072893,7,4.5,6,6
False,0.5,80.3,3038,late-titled-tuesday-blitz-september-10-2024-5072893,8,6.0,5,5
True,1.0,91.8,3042,late-titled-tuesday-blitz-september-10-2024-5072893,9,7.0,4,4
False,0.5,93.3,3043,late-titled-tuesday-blitz-september-10-2024-5072893,10,6.5,6,6
True,1.0,90.1,3049,late-titled-tuesday-blitz-september-10-2024-5072893,11,8.0,5,5
False,1.0,84.6,3017,early-titled-tuesday-blitz-september-10-2024-5072887,1,1.0,1,1
True,1.0,90.2,3019,early-titled-tuesday-blitz-september-10-2024-5072887,2,2.0,1,1
False,0.0,67.8,3006,early-titled-tuesday-blitz-september-10-2024-5072887,3,2.0,3,3
True,1.0,90.7,3008,early-titled-tuesday-blitz-september-10-2024-5072887,4,4.0,1,1
True,0.5,91.1,3003,early-titled-tuesday-blitz-september-10-2024-5072887,5,3.5,4,4
False,1.0,90.0,3006,early-titled-tuesday-blitz-september-10-2024-5072887,6,5.0,3,3
True,0.0,82.4,2994,early-titled-tuesday-blitz-september-10-2024-5072887,7,4.5,6,6
False,1.0,87.3,2996,early-titled-tuesday-blitz-september-10-2024-5072887,8,6.5,4,4
True,1.0,89.9,3000,early-titled-tuesday-blitz-september-10-2024-5072887,9,7.0,4,4
False,1.0,90.7,3005,early-titled-tuesday-blitz-september-10-2024-5072887,10,7.0,6,6
False,1.0,79.3,3011,early-titled-tuesday-blitz-september-10-2024-5072887,11,8.0,5,5
True,1.0,87.1,3015,late-titled-tuesday-blitz-september-03-2024-5033917,1,1.0,1,1
False,1.0,85.7,3016,late-titled-tuesday-blitz-september-03-2024-5033917,2,2.0,1,1
True,1.0,87.7,3018,late-titled-tuesday-blitz-september-03-2024-5033917,3,3.0,1,1
False,1.0,83.8,3022,late-titled-tuesday-blitz-september-03-2024-5033917,4,4.0,1,1
True,0.0,92.7,3018,late-titled-tuesday-blitz-september-03-2024-5033917,5,3.0,5,5
False,0.5,93.9,3013,late-titled-tuesday-blitz-september-03-2024-5033917,6,4.5,4,4
False,0.5,97.6,3010,late-titled-tuesday-blitz-september-03-2024-5033917,7,5.0,5,5
True,1.0,94.7,3013,late-titled-tuesday-blitz-september-03-2024-5033917,8,6.5,4,4
False,1.0,93.3,3017,late-titled-tuesday-blitz-september-03-2024-5033917,9,7.0,4,4
True,1.0,91.7,3021,late-titled-tuesday-blitz-september-03-2024-5033917,10,7.0,5,5
False,0.0,83.7,3015,late-titled-tuesday-blitz-september-03-2024-5033917,11,7.0,7,7
False,1.0,96.4,2980,late-titled-tuesday-blitz-july-23-2024-4919327,1,1.0,1,1
True,1.0,93.4,2982,late-titled-tuesday-blitz-july-23-2024-4919327,2,2.0,1,1
False,0.0,81.9,2969,late-titled-tuesday-blitz-july-23-2024-4919327,3,2.0,3,3
True,1.0,86.6,2971,late-titled-tuesday-blitz-july-23-2024-4919327,4,4.0,1,1
False,1.0,80.8,2974,late-titled-tuesday-blitz-july-23-2024-4919327,5,4.0,3,3
True,1.0,88.2,2978,late-titled-tuesday-blitz-july-23-2024-4919327,6,5.0,3,3
False,0.0,76.3,2968,late-titled-tuesday-blitz-july-23-2024-4919327,7,4.5,5,5
False,1.0,82.2,2972,late-titled-tuesday-blitz-july-23-2024-4919327,8,6.5,3,3
True,1.0,86.0,2977,late-titled-tuesday-blitz-july-23-2024-4919327,9,7.0,3,3
False,1.0,83.4,2982,late-titled-tuesday-blitz-july-23-2024-4919327,10,7.0,5,5
True,1.0,87.5,2993,late-titled-tuesday-blitz-july-23-2024-4919327,11,8.0,5,5
False,1.0,84.0,3004,late-titled-tuesday-blitz-july-09-2024-4882429,1,1.0,1,1
True,1.0,92.8,3006,late-titled-tuesday-blitz-july-09-2024-4882429,2,2.0,1,1
False,1.0,89.3,3008,late-titled-tuesday-blitz-july-09-2024-4882429,3,3.0,1,1
True,1.0,83.0,3012,late-titled-tuesday-blitz-july-09-2024-4882429,4,4.0,1,1
False,1.0,83.8,3015,late-titled-tuesday-blitz-july-09-2024-4882429,5,4.0,3,3
True,0.0,84.3,3011,late-titled-tuesday-blitz-july-09-2024-4882429,6,4.0,5,5
False,1.0,83.2,3015,late-titled-tuesday-blitz-july-09-2024-4882429,7,5.5,4,4
True,1.0,92.5,3018,late-titled-tuesday-blitz-july-09-2024-4882429,8,6.5,4,4
False,1.0,81.9,3027,late-titled-tuesday-blitz-july-09-2024-4882429,9,7.0,4,4
True,0.0,71.5,3022,late-titled-tuesday-blitz-july-09-2024-4882429,10,6.0,7,7
True,0.5,92.1,3024,late-titled-tuesday-blitz-july-09-2024-4882429,11,7.5,6,6
True,1.0,94.0,3025,late-titled-tuesday-blitz-june-18-2024-4829185,1,1.0,1,1
False,1.0,93.8,3026,late-titled-tuesday-blitz-june-18-2024-4829185,2,2.0,1,1
True,0.5,79.4,3020,late-titled-tuesday-blitz-june-18-2024-4829185,3,2.5,2,2
False,0.0,84.5,3007,late-titled-tuesday-blitz-june-18-2024-4829185,4,3.0,3,3
True,1.0,89.3,3009,late-titled-tuesday-blitz-june-18-2024-4829185,5,4.0,3,3
